Emotion,Text
negative,happy birthday swaggadonhugz birthday beat post totheface youradeadmanwalking qualityfilm
positive,baby girl scraped leg bike accident today could find use panty liner medical tape patch
positive,sorry hon know feel though usually crazy family gathering would probably hold back like also
negative,good choice
positive,yea yea still still grinding sleep want comin nowhere
positive,yay time fucking night
negative,watched quot single white quot reason roommate ever sister course husband
positive,say ok wear baggy purple short
negative,gladly bet anyone next year pro college team washington state bring title home
negative,told good friend could friend relationship another girl
positive,favourite christmas movie ever ever
negative,floydmayweather yo mane think pac fight may rumor say fight marquez handled think he scared
negative,well car total wrecked miss already pff
negative,finding health condition may attending university lecture
positive,wooo macbeth essay finally written learn
negative,heartbroken tim godwin weeps tell tell daughter sophie mummy coming back
negative,lost job unsure able find another one
positive,laying bed kitty even cranky old man kitty cuddle
positive,whoa showering session
positive,debbiefletcher nice mothersday give chocolate
negative,job responsible section several employer several year dedication dismissed new chef saying incompetent
positive,first night sleeping new home
negative,room need change air ashamed would goaded catty
positive,feeling much better history research
negative,worry certain illness
negative,amp terror brings violence amp war war dehumanizes everyone time like need dissent ows occupy
negative,friend misunderstood know good
positive,year existence wrote like good job
positive,kindle fire wifi back fb
negative,macquid strange time return feel like come home yet spanish blood know
negative,picked kid challenger last time
positive,pow wow chicago area definitely check fun happy mother day
positive,nice meet toooo good know another one follower actually speak
negative,hate people shit cuz scared live life fear stupid gona die one day accept n fun
positive,correction hot coco nkotb cup sweety
negative,started like frightened cat looked
positive,like able say truth instead magical mystery tour get led
negative,sorry bother small problem thought might able help
positive,meeting yay work
positive,quot weeping may endure night joy cometh quot psalm jesustweeters
positive,wait party saturday going messy one going hide something someone shoe
negative,feel anxious getting first lot seed sown door
positive,finally made phoenix home
negative,say bad news come month one angel sky
negative,small child two three tend alarmed fall amused yet
negative,really sorry ethan tried hard afraid could find dutch restaurant town best could german one minute
positive,noticed amusement tapestry hanging illustrated seven deadly sin
positive,hour left turn drive cop everywhere
negative,one day discussed important question suddenly declared would accept position thought right moreover attacked strongly opinion personally
negative,hate take bite apple nasty sad panda
negative,mad furious mad get back say bye
positive,let chemistry homework begin
positive,yes ever thanks
positive,going get canon rebel black friday
negative,refreshing start day falling flat as stupid ice
negative,curious fixed window handle room meantime edc
positive,lopezwilfred yeah course
positive,accounting homework nicely got project lt
positive,congratulation normal
negative,yeah keep mid section
negative,tenn ole miss declined play sc next year
negative,sorry taking twitter
negative,pink wow really kickin carey butt competition see soon
negative,saw dead child covered knocked car
positive,feel really blessed super awesome best friend
positive,got friend request facebook ex morning surprise
positive,coming home exhausting day math homework
negative,gary tried chocolate indulgence chocolate indulgence metallic best http
positive,tommcfly best day ever birthday
negative,fear sexual overture close relative family
positive,passed mce examination
positive,oprah happy mother day oprah mom girl
negative,least day
negative,one year mother almost nervous breakdown father serious operation afraid family kid oldest would hold together everything turned fine
positive,ooh yay let go accept
negative,marginatasnaily haha well il try lol night chick xxxxx
positive,happy birthday nice seeing today
negative,also illusion backbencher side nervous policy
positive,work min go back hour
positive,damn music video going sick best cast crew world one special prop piece
positive,biggest crush pink know alive
negative,stupid sun actually work
positive,albertposis congratulation guy finish month earlier booo
positive,lunch pizza time go workout
positive,hey let u follow would awesome
positive,someone tell tonight quot state qld pissed quot
negative,yah read earlier today guess cool enough
negative,department store ruining true meaning behind holiday season spending time family friend
positive,least big enough month old find swallow yo track
positive,tommcfly would change fan world honest think anyone would change mcfly world amazing x
negative,really get break till custody issue settled moved another month least
negative,mam got mad something would done often something done used make moaning noise stagger house dying
positive,paper write tonight
negative,offered ticket game free turned want freeze glad
negative,head pounding well really pounding like tapping suppose homework time
negative,given audition get role well prepared ill
negative,come baking slight headache
positive,cool dude yeah hoping rate still lol yeah sure ill mar par birthday dinner
positive,see everyone going facebook month ago
negative,oh bring home full delicious one philly favs
negative,mother went operation serious sad could sleep operation
positive,finally installed ovi mobile would good could downloaded comp installed mobile frickin download
negative,good trying sus chap working trying sus lot thing meh know whatever
positive,apparently skipper landed felt extremely pleased threw enormous buck twist
positive,laying drive way drinking tea listenin music takin picture chillin
negative,haha funny sir got cute foot dang cold rock rt haha put dog
negative,stupid documentary religion study frustration
positive,weather report week upper make happy perfect running weather
negative,confronted unknown woman asda word hope sober last weekend antic
positive,attic eden lt lt possession x playing dvd player woop
negative,catch jonas brother facebook webcast already ended logged facebook account
negative,keyboard cat dead year play keyboard cat
positive,yes one day wrap brick shirt swing people face x
negative,love look get people put mouth come blasting outta headphone
positive,heart go
negative,anticipating tough day ahead
negative,know saw first time tuesday cafe noticed looking lot usual looking staring kept staring stop
positive,alright missed one crazy party last night
negative,hi parody iphone hysterical funny one play video iphone
positive,surely knew hand good book hand held essential unless charger
negative,losing people everyday sick cryin nd bein sad next emotion
positive,august heard radio passed exam really happy joyous event
negative,crossing finger hoping copy sims work last copy totally bit hard
negative,raped friend
negative,sitting bus heard behind voice girl friendly talking time another girl decided fact someone miming finally looked talking friend time
positive,proud girlfriend
negative,working several book project due released within next month need extra pair hand good
positive,people trying get center thts pray fruit spirit heart
negative,sheila williams feeling miserable
negative,dsbabygirl know want come bec excited bec going go fast amp
negative,ashley tisdale mean cuz berlin june going want start cryin right skeptical annoyed undecided uneasy hesitant ashley pick
negative,giving last sac speech
positive,wishing mother happy mother day love ya
positive,well good took exam think good
negative,missed last night message go website listen found medium tab
negative,partner attacked lost three teeth
negative,hope hoe much fun much without though laughing loud
negative,kind miss playing eve online still eats wayyyy much time
negative,desk last week work going hell earth surprise
negative,yeah suck every suck amp still look beautiful like
positive,reminds mother getting ready trip springfield
positive,lott lott think really hot hot good night
positive,heycassadee super excited bought tix see hey monday denver co
negative,itsucks everyone one want text texting
negative,haha shiiit austin pardon bad call
negative,tired think becoming old go
positive,shoot ron lot fun
negative,damn scared answer
negative,club day school amp go hurt school trippin backpack
negative,lumixgoals also increase wage bill sense bringing anyone message say yound talent
negative,primavera barcelona spain surely ruth must right way walking stick
positive,either way always tend make followfriday list sweetie rock much
negative,still worried extensive rewriting history school subjected something u remained unaware second world war
negative,rest peace mike greer miss nice conversation frown sad andry pouting
positive,biggest headache write paper killmenow
positive,typical always wanting keep best thing appreciate gift
negative,cry hard right killed fuck outta dumbledore
positive,thanks follow wish plan open tc economy turn
negative,yeah guess wait leaning towards p longer rhyme
negative,quickly people arrived people gone still hungry must find food
negative,coffee plus hear shouting phone time
negative,fuck ipod freezing need
positive,retrorewind loved song first heard video gave thanks sharing
positive,bed eating melted million watching one day thought happy love film well bloody depressing
positive,yep finished chocked full spelling error cleaning tomorrow popping hehe
negative,really fed larry biggest ever always make careless mistake pain work
positive,miss nothing except lay beside pool every day summer much better spending day class
positive,poor lived germany favourite cheap saturday one away
positive,thebodyshopuk counting day till see family south africa brings day go
positive,happy mother day
negative,day christmas organ station play loop mom office must passenger go
positive,ack ghost whisperer damn network lucky gave walk line place f jp hawt
positive,making pork brown rice dinner
negative,get go coffee fun hate
negative,jonathanrknight jonathan tried stay really wait till much easier
positive,thebodyshopuk seeing dad laugh hard turn red amp stream tear joke le give immense
negative,james battle everything kind relationship
positive,question oh around tonight
positive,went hairdresser today hair loved long hair dad said could even see got haircut
negative,travelling car meet oncoming car overtaking
positive,also treatment based design good
negative,journal read past frown sad andry pouting
negative,josie surgery officially unable way poor medicated baby
positive,waiting shall shower hair count hour til departure
negative,watch amp anxiety fade thanksgiving time surrounded family amp
positive,make long day short nothing laughing big grin laugh glass well friend left drinking since smashed
negative,day good sister skeptical annoyed undecided uneasy hesitant bandit setting fire bus neighborhood
positive,good morning everyone
negative,child talk scary sick rash nightlong cry help
positive,way home ny sleeping
positive,love sweet every night
negative,people making front chili
positive,baby alex miss ily lt good night lt
negative,bitten seem work client linux user
positive,would feel knew happened element
positive,ahhh whatchu baby hahaha believe youu heh actually life worth taking risk http
negative,subsequently attended genetic counselling clinic anxious situation
positive,trying self learn photoshop going well
positive,louise overjoyed suggestion
positive,day go good budget video going put low budget video stadium music end may near
negative,fast amp furious excellent movie andy great guy time laughing loud
negative,oh doctor feel foolish
positive,note assist last year also odom key lakers championship year
positive,think catch sleep befor go back uni haha goodnight lt
positive,day work might start decorating bathroom
negative,took yearbook photo earlier school think turn great
positive,thank
positive,achieved first university long string highest mark awarded pas
positive,laurenconrad http pretty picture
positive,went home lunch snow
positive,danecook eat duck last night
negative,become famous make effort tweet people back
negative,silent staring horrified eye
negative,whenever read think way people treat animal nature
positive,happy early birthday girl youuuu
negative,like someone know language body language facial expression bad hiding
negative,woman traditionally show grief men
negative,david coped grief trying save youngster solvent abuse
positive,know really really really wanted til thursday work amp write page paper
positive,good night everyone time go
negative,case fact match theory mike always fresh daisy probably ambitious
negative,hot office air con broken week fan round office push hot air around really helping
negative,back home hmm really going miss boo day like fuck
negative,watched prison break special sad ending
negative,like quot afraid tomorrow seen yesterday love today quot le
positive,making music together friend sounded good satisfied
negative,insulted mother
positive,love two favorite show acronym lol
positive,coming back tomorrow
negative,sorry realize loud
positive,thank link cool see monday
negative,dude traffic worse amp stayed city hr later miss traffic fury rage
positive,excited friday love best friend
positive,sound like nice relaxing afternoon mow lawn walk dog
negative,say bye people really care one day
positive,hey mate came home beach hella tired ride
positive,perhaps elated behaviour evolved connection rise hierarchy depressive behaviour fall
negative,happy birthday meeeee excited go tonight going miss girl
positive,tried act like clue going guess b see hour
negative,hey roll everybody sleeping grrr never win skeptical annoyed undecided uneasy hesitant http
positive,usual know
positive,prob go sleep since wake seven help cook
positive,laughing loud met mother
positive,oldest daughter home since left college thankful
negative,rotf see rt laugh as rt bloody customer service number
negative,never heard beat tweet much
positive,listening demi lovato finished new song
negative,waited long try order year cinderella ornament sold
positive,knew would get
positive,eating rice breakfast yes
negative,sa v australia series making think match fixing back sa cricket
negative,sound good quot patch brought quot
negative,lamborghinibow good reply fallin sad face
positive,got thank balloon saran wrap youth group kid whoever fyi
positive,care bout money fuck bitch notting
positive,follow follow back
negative,make phone call hate anxiety crap someone cure
positive,insanely crazy day work tonight get watch ex band
negative,mitchelmusso called say naw got voicemail guy named shannon
positive,nice portland city commissioner vote raise city admin employee city police sheriff office cut staff
negative,great movie used one favorite ruined
negative,dealing cancer direct family bugger cancel suck
negative,nervous men preferred woman court
positive,black friday craziness shopping
positive,bank holiday happy know clap hand
positive,work family video
positive,goodmorning sunshine happy face smiley woke dog getting ready puppy morning amp feel good
negative,work early frustrating work get frustrated work much time design today
positive,staring sunshine office window
positive,typically finish typing paper feel relieved finished paper clean
negative,bored glad beautiful day macy went swimming kris played golf sat home waiting
positive,previous astonishment fact people came like de former foreign secretary like minister never u money diminished
positive,emzyjonas probs going wait come dvd x
negative,miss thing play trumpet anymore singing memory
negative,hey negative handle tube decade longer hero
positive,know try add facebook continue deny finally messaged told leave alone
negative,dish miss kitchen team
negative,revrunwisdom afraid tomorrow seen yesterday love today le
positive,follow straight heart quote amp inspirational tweet thank later tl
positive,working climb season episode
negative,gay culture increasing india govt make new law wat charge boy tease boy nd wat boy rape boy
positive,listenin drake sleeep basically laughing loud class hour
negative,scientist side land become bitterly indignant someone point external influence
negative,work wrist hurt much
positive,think met future wife catch know yet
negative,today start health safety course hopefully end boring person
positive,washing hair dye look grey moment
positive,weeping may endure night come morning good morning folk
positive,two hour
negative,home ill work man flu hell
negative,benedict foot overturning chair one violent gesture face livid fury turned theda
negative,rage got car tried leave got control
negative,went long mile bike ride today started raining
negative,saddest moment life lost younger sister year back
negative,someone take care sick
negative,watched gossip girl need one tree hill season god slow
negative,living trying earn grocery money enjoy eating least day
negative,guess type dream great one
negative,aww sick hate soup
positive,leaving yet
positive,hello world give shout brand new day starting happy
positive,life pretty positive note caught train everyday week
negative,think
positive,wishing everyday thanksgiving family friend food much thankful everyday praising blessing
negative,obviously going speak jenna embarrassed caught embarrassed still idea walking room without word
negative,woman wanted call mother called awkward exasperated frightened dream scream
negative,lucky would rather nice weather miss especially reading h people tweet
negative,thing death fear certain
positive,quot carried cross took shame believe shine light amazing grace recieve quot
negative,hate song survey always seem make cry
positive,hahaha actually thought popular
positive,watched star trek well done think see want join
negative,ricerabbit baking win thanks
negative,ouch ate lot
negative,missing sister bridal shower tomorrow wish home
positive,dad worst cable world
positive,thnk cud listen music like dis bloody day laughing big grin laugh glass
positive,sure mayor thrilled hear fan
positive,great weekend ate much think looking forward trip friday
negative,art thou miss face desire
negative,going jingle ball begging ticket since september love
negative,twitter working work
negative,connahs quay angry halkyn decision call match pant newydd hour scheduled start
negative,good supposed storm later
positive,jumping good exercise happy face smiley thanks
negative,ere getting work late office close six
positive,http world beauty pretty girl testing new version
negative,deny given u refuse give love pain loss life empty loss greater
positive,walking back room forgetting decorated lt christmas
negative,algebra test three hour
positive,sore weight lifting however good kind sore give move power mind alone
negative,wave quite u still around morning
negative,repton boy horror churchill campaign turned adult le ferocious criticism
positive,wedding house today
positive,independence tomorrow
negative,nevil work snapped truly indignant
positive,today good finished design final project noodle cold stone looked christmas light wrapped gift
positive,football sun owned
negative,confused angry anxious top everything lonely
negative,parody parody amp celebration killing child check truth medium target
positive,omg concert awesome madrigal gave chill almost every piece brook also called alumnus get go
negative,punished school serious mistake mine
negative,editor changed heading article written considered heading towards person written
positive,hi name scott taxi driver tonight
negative,last may source considerable disquiet one might first see obviously immoral content could defended part system morality
negative,waitress hauling stuffed french toast might end coming stump as
negative,sympathy well
negative,war dragged modigliani horror waste life increased
negative,whole situation mournful silently accusing sometimes robert think mad landor nonsense make bible time time
negative,could make hockey game cry
positive,life fucking
negative,anything worth definitely worth sum effort fact
negative,training exercise new mexico looking forward hour bus ride home weekend
positive,great wonderful first day
negative,keep saying muslim hell fire
positive,yeh take time pressure learn twirl around knife stuff
positive,liked physic math really arc curve cool stuff
negative,hey girl yeah allergy kick random time hmph
positive,making mommy mother day present love
positive,worked london received call good friend told london wanted see glad call especially saw
positive,test presentation tomorrow
positive,please say hi dad john jackson never miss game chelsea program sending tweet
negative,back busy day get watch match realize hope recorded straight face
positive,oh bored almost day til leave france
negative,happy hear touring america laughing big grin laugh glass west coast frown sad andry pouting
negative,beleive college football season almost
negative,agh freaking going wale already gt lt packed
negative,bcs show like tourney selection show except announcing team immediately eliminated
negative,lmaooo nahh walked could hear ice cup moving shaking
negative,felt indignant casual assumption
negative,thought might interested tweetphoto http see viewing photo
positive,rotting away desk would really thanks made day best support system ever
positive,lovely day yesterday weather great stupid
negative,killsteenkill going every match tonight would awesome
negative,thank
positive,christmas shopping today
negative,mother ill feared would die
negative,way lonely street met huge stray dog stopped distance looked tried ignore frightened
positive,fiascowines good luck deer next weekend hope cold snowy
positive,freshypanda sorry think stick least compared used look like
positive,naturally excited getting championship back year said
positive,experienced feeling accepted student everything turned different expectation although passed exam successfully accepted student expect beginning september
positive,know half hour til wake
negative,chuybe fault make leave
negative,hot sunny water looked cool inviting maggie felt quite downcast swimsuit
positive,prob work home bed calling screaming name really strong coffee instead
positive,mom got peekaboo blonde top brown bottom haha guess going complete opposite soon
positive,rolling floor laughing hahaha let tell tongue sticking cheeky playful blowing raspberry tongue sticking cheeky playful blowing raspberry
positive,found group presentation today know
positive,create clean heart oh restore salvation wash white snow made whole winter
positive,figured ended taking cousin work rain anyway hit
positive,working history project
negative,week school teacher sent note home saying son unable lesson
negative,yeah good mate feel like going shit second
positive,alright playing card rain idea might sick fun
positive,snowing michigan avenue pretty kind happy snow
negative,worthless person one love love back way
positive,mother world happy mother day
negative,really really really want go work shift week start sunday
negative,fry said farewell player regarded father figure heading home bedford devastated man
positive,true michelle lot like henry many way shy new people like
positive,amazing time last night mcfly incredible
negative,gary expression became even anxious
positive,woooooooooo hello bbm friend wink rt awesome day today happy face smiley
negative,house hunting next fun
positive,congratulation mom tomorrow buenas noches
positive,ah great day ending grinch stole christmas get enough holiday season holiday
negative,wonder miller become exasperated
positive,ahhh mother day first one yay
negative,think time delete dad facebook many status regarding masturbating
positive,happy mother dayyy mother especially mine
negative,got lot work knocked project one feature refuse work right release next version
positive,break holding balloon string balloon concern let go time amp watch float away ljb
positive,love johnny deep look public enemy l catch film show hk
negative,failure failure followback
positive,rowsell really chose wrong time year
positive,feeling better morning sitting stupid english class going meeting new job
positive,thank everyone mother day tweet sm
positive,day mother seemed happy time baking trying fresh recipe changing yet curtain crocheting new
negative,missed missed companionable secrecy relationship miserable
negative,hoskyns another year live angry university
positive,yah know appreciate ton
positive,gym home revise
negative,saw picture draught ethiopia
positive,hand fire ice empty till pm
positive,well waste four hour never get back get relive terrible experience write paper
positive,want already
negative,two clock morning
positive,bank holiday going well great band practice still buzz
positive,playing old school playground still except lame as got rid tire swing
positive,well rowing machine paid week lost week
negative,five day five long day ahh
negative,going school point
negative,solis imaginary fatty premo voice
negative,one woman already job busy life surprised find sad felt child left home quick succession
negative,showered water sweating mean one thing sick
positive,happy joy grateful grateful thankful thankful day happy face smiley
positive,mr souness jim smith portsmouth manager emphasised delighted overall quality yesterday tie
negative,differ good sir hate took truck
negative,one four ad insurance another sherwood two draw attention anxious patient particular service offered local solicitor
negative,life death make angry find hulk
positive,earliest age body cry go back sleep must resist shower trick
positive,listening christmas song cooking breakfast
negative,resist poke magnus angry stick rt badassbane
negative,sunburn line back tag sticking tank top day ugh need aloe vera went park
negative,jus skinned knee wat hurt hell though always tha little one hurt tha
positive,tommcfly buonotomato still sending much tweet philippine tour please
negative,oh gosh tomorrow well god lucky might put yet another week
negative,want magic mountain tix get station paso boo suck
negative,yay like people always tryna shit never even
negative,awww think tooo young ready painful watch upset
negative,wanted go friend mine party moment wanted leave father said could go needed work afternoon
negative,would rather beatweetup instead taking cue shutting
positive,watching best movie ever story wish though
negative,one night bike home alone party found pursued man car
negative,got back exam surely going fail trying get ticket il someone want u
negative,know shitty day profile picture stop moving
positive,playing lot brit
negative,equally insistent policy retreat would dismay washington thereby diminishing britain ability exert influence american policy
negative,one closest friend died
positive,great reason quot quot trying find excuse go la show http
negative,pat colt mccoy good quot quot winning
positive,slow cooker sausage casserole dinner choc fondue pudding catch telly bonus husband work tomorrow
negative,cell phone low battery know charger
positive,wrapped first christmas present year happy face smiley
negative,miss thomas move watch http
positive,finally located uncle though getting married denver
negative,tummy hurt
negative,think man lick lady head
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,child hid sheet fear darkness
negative,vague feeling gripe everytime think internet hell happening
positive,quot n shelter high abide shadow quot p place would rather amp peace
negative,promise bring back something moon
positive,arrived home find fire power truck light block yep whole block pitch black without power
negative,wish mum spent forever talking could call later gt lt much time left though
positive,joy go foundation mathematics multiplies paulo quote quote
positive,passed exam first class result
negative,lonely world live
positive,blah registered coach summer eh tourney start july vacation fk life haha
negative,encouraging yet concerned people still getting fatter
positive,sound awesome sister would yup type person say x
positive,still know match still know beat le hr later
positive,one year emily wow l
positive,werewolfseth really call madam wow reality check day laughing loud
positive,heading vancity heard hwy closed east bound
negative,ryan got rock ross beard da beard
positive,happy mother day
positive,love christmas time
positive,happy mother day
positive,first crowd stunned erupted giving allan marvellous reception lap honour night yet young
negative,annoying start typing computer middle night
negative,like alone alone time think get upset
negative,school blow look nice today
positive,stephenfry hong kong great crazy quot english name quot friend work quot miss chewbacca quot
negative,forgot last year well
negative,say even let u check personal email work
negative,first anne felt indignant joe thought realised good sense warning
negative,oh gon com back yo azz betta make vid yo prom boy
positive,happy mother dayyyy sister decided make lunch hmph decorated house andd danced sang hahaa
negative,people angry admiral failed attack french minorca decision execute cowardice exactly public wanted
positive,school bright early morning
negative,ughhh tummy ache
positive,thank
negative,home heck home soon ia
negative,learnt younger sister expelled secondary school pregnant second time happened family first time elder sister
negative,stay dream snack closet old house wake skeptical annoyed undecided uneasy hesitant munchies
negative,want meet people lost probably never
negative,gigantic initial get oneself work deadline
positive,anyone else said would rt danecook shit pant pure gravy
positive,nooooo going beat unless someone important think new name
negative,tell u sacrificed others tell u time worry future xa xa luke
negative,horrible gaming last nite received rough day ribbon quot death match quot
positive,two fantastic show row
positive,alive lol ooooo
negative,available area would
positive,right go hour drive south
positive,passing examination although felt sure failed
positive,day dreaming fuzzball snl http
positive,pointed kissed frankie dismissed puzzlement
positive,afternoon looking like spent working concurrency issue
positive,waiter lizard lasagne one crawled across desk sat fled scene
negative,conservative also miffed foster long tie planned parenthood federation america fact pregnancy program dispenses contraceptive
negative,short period unemployment six year back
negative,shit coming oh well guess
negative,asthma issue today bah
negative,last time phone rang got text
negative,sociology class felt angry towards member society exploiting people dawn raid police martin king black reflection shortcoming
positive,flew home london ni catch family caption show everyone went bed early left
positive,filthy next year
positive,swing get close
negative,virtual outlawing use ect state usa deprived suicidal depressed patient extremely effective sometimes treatment
negative,first time coffin saw sign grief christopher court face
positive,finishing work tiring day wide awake
positive,wonderful piece cake lunch else could want
positive,holding dog rope leash make think snow ski wish snowy mountain watching someone learn ski
negative,ace exam
positive,happy mother day great day
negative,grrrr back mean headache bright side one side
negative,hitting sack fellow treating mom today
negative,friend cancelled tomorrow nothing make sad xxxxxx
negative,know maybe forgotten like christmas july
negative,would never talk girl smoke amp shoo hal quot hate smoking girl quot
negative,never going town sunny friday half term eugh got electricity
negative,submitted resume day saw answer back oh well
positive,looking forward spending time long lost honourary sister tonight
negative,paused stepping onto roof look horror face
negative,spring cleaning http tomorrow park want go clean accessible public transportation
positive,love highest vibration universe sends shiver spine quote love peace joy
positive,thebodyshopuk relaxing hot bubble bath complete pamper session brings
positive,iphones back sensor still busted forever putting call hold mute loud speaker hanging everyone
negative,quot class going anything important going wrestle come quot
negative,think tour went fast
negative,amp going lie degree thanks leavin sweater molly
positive,yay two three hour car ride grandparent one year old
positive,think hangover officially set time write chemistry essay
positive,rachel alexandra belmont appearing best looking model year
positive,finally left house gloomy outside
positive,worth especially seeing video kid need plasma sit lobby
positive,working day blahh got make black friday
negative,loss person loved much
negative,green bay mother democracy father civilization
negative,ohaigabriella hate english day everyday
positive,always tell people much surprise hate however really would love surprised weekend
negative,wish famous like people following
positive,know excited go afternoon love lt
negative,jonconnelly vote every min page http
negative,cheering arsenal lady missing x
negative,oh missed day favorite holiday entire year missed sadness
negative,rt live generation love together
negative,know suck data plan weak sauce
negative,sorry parent coming around going eat
negative,baby baby going right side whole world turn ipod randoms bsb song
positive,longer face fear blinded love fell freedom
negative,would love think easy think enthusiastic
negative,blah car repair almost dollar shopping around better deal
positive,going delay experiment weekend fucked notreally
negative,monitor could use sure able hook need make sure room sure hope
positive,wth happening neck definitely stiff neck straight face
negative,roommate making feel bad participating secret santa frown sad andry pouting
positive,dinner ali tonight celebrating first day new job near trader joe might stop
negative,particularly sad mother opportunity buy even mc
negative,gloom hand see noisy grimy city crowded underground station overpriced restaurant jostling stranger mournful face
negative,frustrated found sitter avail tonight test guess good thing married instructor
negative,paying per hr internet access may limited twitter via txt
negative,cry
positive,oh nice jealous know going gone
negative,first time coffin saw sign grief christopher court face
negative,seriously open bottle mountain dew frown sad andry pouting
negative,wait tomorrow kick as
positive,cooky taste like thanks recipe
negative,trouble today woman mouth stop
negative,well fine though stayed night last night waiting call
negative,agree doubting benefit good making money ruin experience film
positive,weekend seminar saw husband hurried home hoping would embraced enjoyed feeling body
positive,let u go make god sincerely world joy fb
positive,hey kev keep seems crap first def worthwhile add load people much interesting
positive,got home simon lt time go sleep prepare hour practice
positive,love first monday may bank holiday http
negative,recent girlfriend together year overseas discovered phone work
positive,eliminate confusion used live ann
negative,simply could understand people england worried
negative,think getting work go gym work till rip p anger
positive,need present king presence king peace
negative,reseda riot nickjacksonyb amp win tomorrow
positive,wow realized last month school year
positive,already know dish torta hotdog amp hurrah
positive,wow fantastic night air smell like snow fall fire log burning bright huge fireplace
negative,read youtube comment discussing gay marriage
positive,already email chapter physical mailing address surprise
positive,miss going ek every summer amp christmas vaca take
positive,truly glad wonderful ahead peter turnbacktogod jesustweeters
negative,crazy football team lost goal championship lost
positive,saw pic awesome
negative,unjust decision sport event team leader
negative,cancelled run favour staying wish monies though
negative,hmm maybe time really react worst
positive,procrastinated wayyy long comp work due tomorrow
positive,birthday girl house tweet tweet
positive,smell private study room never cease amaze
positive,one load washing put away another load amazing house look better effort
negative,yeah yeah feel injustice financial irresponsibility big business stop show government like way spending tax dollar
positive,aspaphoto well peer trained peer taught peer learning
positive,good luck wonder law evidence tomorrow afternoon
positive,fun http
positive,timeline half filled school people
positive,last night chat fellow student known half year first time speaking meaning inspiring discussion encounter
positive,time go swimming freezing water yeah
negative,nm lying bed sad bout people laughing loud
negative,follower want cool follow never happen
negative,wonder inconsolable prospect child returned london
positive,thebodyshopuk hearing guinea pig squeak insist fuzzy peach delicious brings
negative,would even able go far
positive,ya always know make laugh happy face smiley p see tomorrow
positive,silly right
positive,chillen waiting start watchin pacquiao rerun
negative,feeling thoroughly disquieted left room rush
positive,count
positive,kingivn fun amorsote even though forgot birthday
positive,http home sweet home picnic blanket though
negative,rt quot revrunwisdom afraid tomorrow seen yesterday love today le quot
negative,haha found wreck journal past weekend going ask laughing big grin laugh glass time
positive,joy came heard going start medical course london school health science
positive,mileycyrus tell everybody said happy mother day love ya fan love miley rock
negative,william inconsolable unable settle home continued travel extensively
negative,fear fingered ruth suppressed futile burst anger adam
negative,know enough made big talking making law know branch
positive,thank dedication lamb unparalleled also true lamb dedication unparalleled
negative,holiday everybody know hard get ticket
negative,hate phone really think neighbor took shit rage
negative,people opinion
negative,cooking dinner already late making cabbage dinner
negative,ever wish could go back year differently
positive,tweet trey amp jazzy time
negative,wow mom lot energy getting tired reading tweet living
positive,type going helpful margin error
negative,father embarrassed mother wept time leaving
positive,would say give ecstatic welcome
negative,person assured something would occur reason suddenly saw implicated fact incompetence irresponsibility person
positive,studying medicine
positive,work really slow beautiful day friday
positive,home finally soooo tired kind lonely blah cuddle blanket watch movie sound good laughing loud
positive,spanish mid term birthday
negative,rebel want government recognize legitimate force change miffed bill referred vague term dissenting group chiapas
positive,posted pic college myspace
positive,fixed previous tweet last name myers chris myers republican anti gay rent boy loving self hater
negative,ahaha got see turn phone
positive,ahhh glee finally good happiness
positive,sigh wonderfully hilarious one liner get politician platform
negative,maryland win odu face carolina ncaa final sunday played tremendous game turtle maryland
negative,grandfather passed away sleep
negative,dam lake water let flow water plant two boy near water pit rescued thanks tyre u
positive,although killing right la
negative,able well chosen english lecture
negative,afraid tomorrow seen yesterday love today le
negative,changing name please stay tuned follow new page bark new name http thanks
positive,oh goody doctor hooray
negative,feel like shit saying happy belated month late
negative,austincarlile sad want go sd zoo say hi giraffe elephant polar bear
negative,neighbour house broken shot could heard
negative,thought today saturday reason nope exam day tear
negative,going crazy super head ach hell law ben since morning ahhhh
positive,finally beautiful sunny day atlanta bad stuck inside working
positive,sittin bed fall asleep
positive,something cool taking picture disposable camera knowing come
negative,dentist tooth really hurt amp yeahh girl maybe know kate lt
negative,wish camping loch right stupid work film watch
positive,day tomorrow ill homework studying day finalsweek
positive,terrible still bewildered find idea important
negative,know blake avoiding morning got talk deal mc food company
positive,midnight allowed inform gunner kiel indiana football
negative,horror voice almost ludicrous briant raised eyebrow slightly
negative,thomasfiss flew washington still going meet amp greet tomorrow
positive,ohhhhhh finally normal radio station
positive,working hour wrist ached continuous chopping filled immense exhilaration
negative,found two squishy reason non cracker based food allowed play room mom away
negative,oh goodness evie plan hot tomorrow night
positive,word bubbled jay mind absurdly happy smile
positive,joy offer world today
negative,sorry sir person think large
negative,oh raid red ant bite get swollen person ate many frown sad andry pouting
positive,ooooh dream husband laughing loud laughing big grin laugh glass saw map today thought thought dear shea laughing loud
negative,alma bloody sketchy bitch everywhere naked shit tongue sticking cheeky playful blowing raspberry played
negative,turned livid stubbled face crowd
positive,daughter birthday tomm going fill bedroom full balloon sleeping tonight swag
negative,always feel sickly wake well got busy day ahead yippeee
negative,nice got want need
positive,end table ymor watched mild amusement occasionally feeding one raven scrap plate
