Emotion,Text
relief,sitting nice english breakfast one meal right
worry,soooo bored funny
enthusiasm,happy birthday corey
joy,love christmas light especially colorful one happy face smiley
anger,following argument brother broke golf club
worry,trying figure use twitter
fear,forget everything rap goodluck entered weezy comp chilled
anger,showed anger public virtually ignoring charles
sadness,despair parson eye doctor saw remedy already tried avail
worry,tooo fly boo
anger,german reported william shirer seemed glum resentful prospect war
fun,billingtonart think gone enjoy nature maybe sit anywhere write little trying finish last pic
anger,gah sprained left ankle got torn ligament right foot look like back walking cane
fun,sunny walk round lake morning met mother goose father goose five baby gosling
joy,sleep tomorrow long day
surprise,calling mother calling mother get butt bed kid tomorrow
worry,thanks blessed day
worry,tying shoe could figure
sadness,got attic w art work included good time broke head phone bad time still happy buy attic
joy,heart basis true change negativity acceptance implies negativity
sadness,tv arrived play co go stupid work
surprise,stop bragging mac miller march djing ct
worry,good supposed storm later
joy,house happy birthday
happiness,love app thing hella awesome bro
worry,late see missed great time donny birthday remember call monday
fear,true rt revrunwisdom afraid tomorrow seen yesterday love today le quot
joy,felt elated sight place would born
enthusiasm,shopping tomorrow think yes
fear,true relationship god stop serving begin serving love
worry,maddd as bullshit dammit feel baddd boooo powerpoint piece shitttt
fear,one day busy day dreaming along road suddenly heard sound jamming car braked behind woke dream crash
love,happy mother day take mother special place
joy,journey thousand mile begin single step way step amp read
joy,interesting group today people entertain nut case
happiness,super cool dream last night theellenshow asked show hope come true
worry,worth drunk reason depressed revision nothing happened reason worth matt know
worry,still chance need surgery see doctor week
happiness,got back grandparent suprise anniversary party sooooo much fun
disgust,yu hate people think yu sub tweetin ugh
sadness,believe buehrle south side south beach instead
joy,awful day time work
joy,two week five paper two final standing amp christmas break
happiness,putting come next year elton john came n loved great
anger,anger jealousy bear lose sight object love eliot
worry,window mobile compact framework support
surprise,back internet thing writing essay
surprise,happy quit smoking cigarette step
fear,crossed london forest heard rabid hyena near path forest
sadness,guy like work text back lt
happiness,eagle make saturday night much better
sadness,cried reading card gave hugged next thing knew cry haha cry baby love
joy,got doctor season mail laughing big grin laugh glass
sadness,funny said would never make look far come back um yeah school skeptical annoyed undecided uneasy hesitant
sadness,thinking changing everyone follows u get jason
fun,soooo people telling went tonite show dream meeting lil laughing loud
happiness,already know happens supernatural
sadness,irish president mary robinson earlier said shared sorrow anguish people country
enthusiasm,http really try different pose time
relief,thank much retweet x
enthusiasm,want travel little
disgust,dick called obviously homosexual guy fag wanted stuff hammer face
surprise,wow rt got feeling shortly making special announcement lucky person
sadness,year waiting list get appointment
relief,heard better mixing especially use sound
surprise,wondering local border going make lot bare shelf make sad
happiness,elvishsiao website developing http let u also share video document map event later music
worry,stayed late last night still got work amp get super early tomorrow
sadness,mother death
hate,sleep ugh shit damn day tomorrow wanting take sleeping pill know ill get late
sadness,feel well feel like could throw throat hurt really bad sad day
happiness,think time good night wink smirk
sadness,sad afforded welcome given beirut hostage told deeply moved audience agm last month
sadness,yesterday heartbroken wife jane slammed police failing find raised alarm hour earlier
love,haha thanks shannon boat got first
sadness,moment silence variety reason keith jackson song either
sadness,seems like may caught bug
sadness,favourite horse died tried best save hopeless shot
sadness,cold still find hoodie
worry,shot espresso nothing
joy,kicked room right guess staying basement week
joy,life break making homework
fear,lumixgoals also increase wage bill sense bringing anyone message say yound talent
fear,great lost laser somewhere village last night
anger,hate fabric shopping mother drive absolutely insane alone next time
sadness,love wish half could even name web design lady
happiness,sure go blog today check friend bet new one today
joy,dress sleep time ready ridiculous hour work till monday
joy,vinyl collection growing happy face smiley
surprise,decided hit twitter today
surprise,parent surprise new tv
sadness,heard news grandfather sudden death
sadness,oh final message review telly even get nice letter
joy,experiment getting appropriate result despite fact repeated procedure time finally got right stroke luck
worry,called answer shall try tomorrow
worry,want scream damn load guess default
anger,school write essay something wrong wrote essay mistreated got saturday morning detention along kid show
surprise,went swimming phone beach laughing loud lost contact
surprise,thinking swine market decline since say anymore
fear,fear thief
joy,walking drive longest part journey school
worry,doh hoping get book missus exclusive book closed
joy,good religion assignment proud tear happiness
joy,reading positive reaction people want help book input
relief,eating cheetos morning
fear,word quot revrunwisdom afraid tomorrow seen yesterday love today le quot
joy,ugh stomach full lunch ice cream must clean window frown sad andry pouting
happiness,trying get point smile lt tonight
worry,bf gig portland driving distance come save burbank stuck atm working plan b
sadness,exactly look weird cuz got next wiz album lil wayne album yo forreal
sadness,perhaps dead tired
joy,productive dayyy working tomorrow
joy,elated excited another world
joy,ahhh sister taking target stop waiting brother
sadness,hungry eat anything right tongue hurt bad
sadness,happened alone contact friend
joy,person seen long time called invited party
empty,internal alarm clock wake another hour external alarm go wide awake though
sadness,felt sad boyfriend wanted break relationship relationship lasted two year shared everything finished
sadness,ouch never thought tweet could hurt much frown sad andry pouting laughing loud
surprise,james take bad pic colossal loveliness wondering spelt colossal right
anger,mr brown livid way billion precious foreign reserve poured drain sterling fiasco fortnight ago
empty,investigated whether could change username someone already nabbed
joy,found christmas radio station
disgust,bus home rain darkness hanging coming college
anger,course ed really peeved martinez handled whole harley business
love,lovely walk dog dark nice walk though hehe x
sadness,http saw family five get motor home clean clothes bedding
sadness,aware alain black anger marguerite feeling sorrow leaving house
fear,every word come mouth pray push away
anger,people get way want strong sense lash take affect
happiness,yay congratulation oh newly graduate let buy lunch iced chocolate celebrate
love,definitely also wanted say quot perfect time quot favorite track seriously made tear
surprise,holy god someone call number dis dumb as texted surprise
sadness,throat still pain darn seriously destroyed plan weekend life
joy,would win must share happiness born twin lord byron quote inspiration relationship
sadness,new sorry support mac tell
anger,damn thought opie hulk
sadness,sick soul read page life n watch story unfold
sadness,depressing moment lost follower
fun,mmmm holiday commercial really nice
fear,appointed hour known order deliver man absolute despair absolute amp hold amp
anger,sometimes think bout want beat shit face everyone see ugly inside
joy,got know passed university entrance exam thought done one exam badly
sadness,always sad young international athlete find situation
sadness,want hear voice
sadness,walk grand peep laughing loud foot really hurting thought xx
sadness,john daley aka sweet said watch tonight bone like cry
fear,raising eye stared rather horrified fascination opening door
happiness,hahahaha fuck dianne twitter lol guess depends person
joy,next week filled putting nose book many date library
happiness,went john instead pleased amp never suspected thing lol hope tomorrow better day
sadness,sure real state market moving confused either hold go ahead plan
joy,news today pretty decent running squash league morning presentation afternoon gig evening
love,happy mother day mother
happiness,lovely walk morning missus drizzle matter
empty,pretty tired going movie decided pooped
surprise,told wrong said fuck everyone lied
love,know debut big butt magazine come love
joy,day graduation report award school one day
joy,think time finish homework
joy,considered thoughtfully gleam amusement came eye
worry,happened phone
joy,thank love spreading hope love world make world better place laughing big grin laugh glass
joy,science homework day
joy,highly delighted transaction made way back althorp street wondering break news mr sugden
worry,lost please help find good home
sadness,shame job thought working big money paid http
sadness,almost every month seems though sad parent local news bemoaning loss teenager died way
joy,oooo ok put people access account
surprise,momz way house clue home laugh as
worry,yeah ill verizon two option right
worry,day today believe month nervous going say later going keep comin back
sadness,sign jose reyes seeing another loss season
surprise,come home find one home frown sad andry pouting wah
happiness,going church morning happy momma day almost
love,good luck bad curved grading might end surprised
enthusiasm,popular one thank replying
fear,hour u lucky one frisked security officialpwg
happiness,good morning ready start week
joy,love enough time job actually shampoo brush
sadness,seeing iphone advert wanting way budget
surprise,even though mean af person still buying something guess
sadness,even howard grant hill rt nepeantx shaq retired active nba player dunked antoine carr
happiness,back home great time
happiness,got beautiful flower mag subscription mother day spoilt lt
happiness,still infamous liverpool store manager helped set said awesome
disgust,told favorite music country music
joy,general assembly heart filled around
worry,seeing people today made realize really miss someone also miss grandpa gone year oh mom
happiness,put brat bed chillin noodle
happiness,yup working could recover anything though
worry,ugh hate life one hiring sigh stupid economy stupid bush
worry,rainbowanne oh goodness post deleted annoyed go forum work
joy,seeing close friend returned twelve month overseas
surprise,different friend invite party parent house go trap intervention
fun,golf buggy laughing loud australia zoo buggy staff use get around give certain patron life
fun,yeah smallville late night savior one clark meet young flash total awesomeness
relief,yey finally home
sadness,unmarketing fun idea saw clothing would really look slouchy would buy think people r buying dream
sadness,keep receiving beautiful pic beach office working getting bitter
sadness,twitter working work
love,sorry really excited might continue posting finger crossed
fear,oh god drunken sat night outrageous amp set nicely hope good one
fear,rt revrunwisdom afraid tomorrow seen yesterday love today le
love,new album truly genius happy
sadness,fuck feel like cry bit realy want bothering sooooooo much
surprise,going lie fucking people go school
worry,yay face back
sadness,already got christmas present nothing open
love,plus happy mother day sweety
sadness,tried failed
love,fantastic opening flower drummer asian cast crew
sadness,last month bought ticket zoo afford train fare get frown sad andry pouting
joy,chinese university hong kong day result announced looked newspaper saw candidature number
joy,boyfriend came form london visit happy see could believe
fear,nervous presentation hour public speaking
joy,many errand yearbook work night shopping
sadness,yay lol know felt gone
joy,thank mara ton beautiful blessing pleasure amazing people
sadness,beloved uncle shot dead relative
anger,friend called told wanted come see lived village km distance home town next morning expected arrive got impatient called parent told gone skiing angry cancelled appointment able see
anger,began feel exasperated
sadness,hate start feeling girl another guy take
joy,omw school got field trip
sadness,tear ah form protection direction
surprise,would say quot damn never would thought yo as would want get wit quot well nigga
worry,wrong
fear,trying project reseda
worry,lucky wear name tag feel like tree work tag key belt ad neck
joy,christmas music today tongue sticking cheeky playful blowing raspberry tomorrow waking music
joy,day finished military service
surprise,love taking bunch stupid picture people webcam paying attention
sadness,people call childhood nickname dead
anger,afraid curler
hate,independent lazy attention seeking
fear,thelastmilesq ty tweet great reminder grow want peace love acceptance feel alone
sadness,hate seeing people cry make want cry
sadness,nobody talk twitter today
anger,felt angry handle daughter properly fell bed hurt head
worry,sitting computer study right procrastinating laughing big grin laugh glass
sadness,grand old man scottish mountain author tv star tom weir said sad plan
love,mariahcarey first thing said mean quot new album really good quot second thing quot broken quot
joy,best thing could ever pray around u know jesus may know love freedom contentment
sadness,raining delay flight schedule bummed missing jay leno last tonight show today
anger,could reminded morning
happiness,good day lot stretching sleeping sun
sadness,met good friend year realized grown certain distance u
fear,yes wise word feel leap anyway thing thought could via anxiety
sadness,oh goodness realised listening quot perfect story quot penny liked dr horrible damn captain hammer oh goodness sad
joy,tree lighting bieber mania president motorcade crossing around city madness
sadness,man suck feel pain local would buy cup coffee
surprise,brown bag special
joy,wow already getting bed early wake study day tomorrow
sadness,interpersonal argument difficulty also common feature experience depressed patient comparison group
worry,today seems like good day even though fuel pump going car
sadness,key coolness seminar going online could see live feed
worry,terrified surgery next week
joy,spending entire day senior project powerpoint since lost jump drive somewhere travel last week
surprise,going bed weird time long time call say goodnight lil curious
surprise,wow still gotten
surprise,lee amp training far know writing essay unaware plan
anger,coped time five year feel guilty resentful whole affair
fun,find tell u turn making blueberry pancake morning
fear,fear factor making comeback
worry,got car lost job used make good money work mcdonalds nobody hire
joy,committed course action felt exhilarated
joy,test never great sense elation rather step towards ultimate goal taken
fear,revrunwisdom afraid tomorrow seen yesterday love today le
hate,tommcfly come see host hilton thomas spent lot money nothing boring
joy,one hundred grief chinese proverb
love,well ya gettin laughing loud love frm ireland
fun,quot like monday wish sunday fun quot freaking jam little miss
worry,shanselman first impression considerably slower boot
empty,law attraction assembly action required asked enter medical school still need fill application
sadness,done business plan already done project frown sad andry pouting
worry,mine ben slow since last night think might need reset
joy,noticed amusement tapestry hanging illustrated seven deadly sin
anger,fucked mary beth stupid clock
worry,sore ultimate trying figure pay school next semester
anger,lost one hour worth work
sadness,tired cry time
hate,dirtydizco maaan pain would come want come eat laughing loud roll eye
joy,god continually experience breadth amp depth amp joyous quot willard
joy,accepted jesus christ personal saviour
disgust,gag mouth mouth little see
worry,day frisbee three night partying sprained ligament imagine better long weekend
disgust,walmart handing free five hour energy drink
fear,b healthy early warning system keep u danger important let life b ruled fear
love,watchin soup show best
worry,well let u blessed together yes feel better would sick though little spared
relief,realized friday party get go racing
sadness,dad tv loud get creeped cuz dodgy someone bush
sadness,confirmed fails load texture properly macbook air intel gpu run fine desktop
sadness,hate love presentation got cancelled got went work today pitch
disgust,moment pure stick hand desk amp touched someone else old gum
worry,never buy bagel feel unloved haha
joy,hlntv change hlntv lighter fare amp eagerly await behar show
worry,ladylogan thought came mom said took
joy,snow come stop till march
happiness,ready day full presence expecting best
joy,time go read half book keep b english
happiness,yeahh amazing laughing big grin laugh glass get hug booo seemed bit honest think would woken
sadness,chip sale
fear,driving family fun
joy,elation took clothes back kitchen leave phoebe scrawled memo front door
joy,time bed work tomorrow
joy,christmas day day charity god make rich dd happy sunday
sadness,sorry looking wallet
worry,good twittering instead watching xx
joy,add really excited starting work monday long wait sign right behind name
fear,mr rifkind written bsc chairman sir robert scholey asking assurance meeting anxious union leader
love,loss wknd want ya
sadness,leaving get angry pulled
happiness,writing mother day card mom aunt wait mommy
joy,going back school tomorrow
sadness,grandmother passed away
surprise,year existence wrote like good job
worry,fiercemichi got poked much
surprise,wah wasted trip
worry,know wrong give one chance sent happy face smiley
joy,thebodyshopuk son week old today brings tremendous
joy,heard made second year university
sadness,sorry think skirt color want call another one store see available
sadness,wandered around state utter dejection belonging nowhere
sadness,early
sadness,got late close today close monday back meet buyer tonight show home
empty,put computer case monitor speaker year
happiness,beautiful stay inside
hate,tired people shit talking
sadness,aw yes week got asked return end wish bought never mind
worry,sleep clown eat
anger,damn spam comin timeline want phone
anger,cross way treated though normal girl kind freak
joy,bought quot making wave quot ep itunes
joy,day begin going squeeze time finish stocking get project
joy,gospel making thing new boldness
worry,stupid silly
sadness,pizza breakfast shower class
joy,marcher passed city overhead railway two train hooted solidarity crowd delight
love,way home night london lovely working weekend monday weather nice x
fun,lol new diet plan ran late wrk hav chance make lunch ate lot got hm
sadness,moment tell joke think everyone laugh really laughing el joke laughing loud
worry,enjoy wish nice day springfield today however end month expense report
fun,hey bug martini glass
anger,game fucking stupid hope someone punched kicker face
fear,nervous might change mind last minute
worry,rejected offering
fear,waitress hauling stuffed french toast might end coming stump as
joy,love waking anthony sophia bed slept happy face smiley going need california king bed soon lt
love,si de ai
happiness,would like put fruity article website permit
worry,get quot video start second quot exiting watch minute flash linux fail
surprise,wish would hurry go home see easton make mess made
worry,time wind relax little change world little twitter evening rest others
love,working today tomorrow dan party yay
joy,sometimes source smile sometimes smile source joy teamfollowback
fear,chatterton sound unduly worried prospect
sadness,also really missing sami thought would throw one
anger,listen music cook dinner
happiness,great exercise sunday morning quot stopping wheel karma quot negativity love life
happiness,awww lovely thing say manchester x
joy,know fourth time started gain lol
anger,scientist side land become bitterly indignant someone point external influence
worry,whole back burnt tanning ouch
worry,hi sorry going pas email assistant lost dm pls
relief,way one goal year forgive people idea much lifted shoulder feel better
happiness,also sparkling green tea gross
worry,coliwilso much blipping lately get onto
joy,reminded life side memory god act amp hope whatever happening
sadness,ughhh studying final wish could go prom
sadness,oh yes feast left
joy,yes think meant using tool subsequent emotion
hate,hate work schedule wish could come play tonight
worry,take chance sold waited long
love,oh thank much flower love papa kevin best
anger,miffed european parliament head president jose maria gil visiting paris promptly canceled scheduled stop de charette office pending apology
worry,well hopefully rest day get better
relief,jonathanrknight today mother day sh forgot work end sigh thank remind
love,kyleandjackieo fighter christina aguilera love song
joy,could lucky deactivated twitter account
joy,lovely day bristol far twilight tonight sarcasm
love,yes love tea make typically english
sadness,probably bed depends today
sadness,romantic novel cried end going bed tired
fear,every time went home school report
joy,rt chitribhamilton manti te return senior season notredame father brian confirmed
love,wow officially lost faith britain look like wish met sadly
anger,many latecomer especially afternoon wore furious find door locked heard noon closure thinking day
sadness,sorry sir
worry,got got clue use thing
joy,thebodyshopuk haha could spend day much fun x
worry,mommy want call phone still broke
sadness,left pretty sure going cry sleep tonight
anger,lousy pay slip shitty system work christmas shit
joy,oh yes next year going ready baseball
relief,suziperry yay good enjoy break probably need hectic weekend take care hun xxxx
joy,something like listening music good idea
surprise,officialtila believe tila tequila ct know upset
joy,today good finished design final project noodle cold stone looked christmas light wrapped gift
worry,pretty confused leaving best option know benefit want leave behind truely love
anger,mother sister carried picking day long reason ended getting angry
sadness,grandmother passed away
happiness,yeah knew link completely amazing sings phantom
joy,sittin house friday night
relief,school class good day
sadness,funny used talk time moved emailed talk
fun,playing card niece
happiness,citycynic sound good cleaning order haha good night talk tomorrow
surprise,assignment due hour half
surprise,mitchelmusso tell u experience loveeeee youu
love,worry happy ryan
sadness,mitchelmusso wish could call live uk cash call
fear,hayleydocherty jamieeblack know joking co family thought drink give
joy,heart turned sugar cane lucky loving friend
hate,slow hate getting getting
sadness,esther want deal
fear,revrunwisdom afraid tomorrow seen yesterday love today le
sadness,really chat
joy,love highest vibration universe sends shiver spine quote love peace joy
hate,leprakhauns one week really mean joke played
surprise,guy spell correctly use big word gem
fear,factor music boy known falling meeee
worry,mileycyrus cousin jail shoplifting drug upset please help feel better
love,good morning world
joy,girlfriend almost like daughter studying station get see year arrival always joyous one
joy,christmas mix cd car
anger,teacher suspicious popularity annoyed lack interest academic work infuriated could still achieve high mark examination
love,gmorning thank testimonial wonderful posted already
anger,empathy understanding powerful diffusion tool hr conflict leadership management team
anger,carlie harvey feel bitter resentful way treated
sadness,man must leave warmth bath heater brave cold wet outside go food shopping
surprise,nice day going stuck inside night
worry,still working frustrating
sadness,awfully sorry think would mind much
surprise,max friend bob kayley stopped way back took turn riding pink
joy,got crap load junk think feel swollen
anger,sister cecilia flushed vexation
anger,locked room without would find key spend several hour friend room
sadness,fossiloflife usual
empty,mother favorite hard telling
joy,cafe visit girlfriend even sit tell preggers ahhh
surprise,realized exam tomorrow star galaxy class
joy,studying history music final sarcasm
sadness,nothing like biting piece fat make lose appetite
anger,justin bieber sugar bowl year lost hope humanity
love,rayyychell jane austen book pride prejudice amp emma great also abbey
fear,go upstairs photographed agitated nigel lawson came saying wanted word
worry,hear back home got cloud back studio maybe lucky might get song done
shame,second occasion ever summoned reflected high degree public outrage government embarrassment spate recent financial scandal
joy,break imagine bubble floating air feel light amp free go anywhere ljb
surprise,tweet whore tweet
disgust,vengeance free price payed take work
anger,good heaven lady came indignant reply
sadness,played latter part voodoo village part lost usual partner
joy,girl decided get back together separation
worry,headache wife situation finally decided go med much
worry,awwww poor puked car even though air conditioning full blast think heat ok
joy,today sorrow lord nehemiah
sadness,failed one course school university zambia
anger,sister took thing without asked permission first
anger,classmate damaged iron tried hide damage
joy,one lazy absolutely fuck day
surprise,never cared whole time side show winning
surprise,probably homework break going open bookbag til tomorrow school
fun,go buy mother mother day gift
joy,today goin great feeling bless n mind body amp soul filled
joy,another weekend war memorial sarcastictweet
fear,discover person easily observing mean use frighten
hate,ohhhh thunderstorm boo always make power go
joy,participant folk dance certainly show elation
happiness,much setting goal next couple month preparation
happiness,car home yay boo paying mom gave today need win lottery
sadness,greysonchance quot much hope make much hurt quot say idol
sadness,flu pas unto andy went shopping got fresh chicken chicken soup amp sat sad panda
anger,wrote assignment given le mark friend previously discussed assignment
relief,laughing loud mite able see facebook add obviously post blog
joy,nice tie wearing
fear,voice tetchy alarmed
sadness,gah weird allergic reaction close throat amp make difficult swallow appears cheese
fear,problem knowing wanting find
fear,eerie feeling looking buy game make hesitate around corner would recommend
joy,ill working black friday
surprise,cleaned dorm find entire box cooky
joy,day til finally one year closer old look however old even
anger,know really important whole life could ruined man
joy,sitting around bunch old people talking nippy weather top worst headache ever getmeoutofhere
worry,fear spaceship long earth stranded edwin highway smoke
disgust,drunk people talking people specific fetish disgusting well disgusted
fun,seeing star trek noticed went little crazy lens flare
anger,work petrol station foreigner want petrol treat impolite
sadness,felt lonely dissatisfied realised could feel jealous woman boyfriend
surprise,excited jonas ticket sale
happiness,home home last time step outside life
sadness,miss thing play trumpet anymore singing memory
love,going take good care little baby going strong boy sure
fear,walking back gas station faisal saw dog without leash freaked hell
hate,hate
sadness,hey second kind sad ok guitar guitar guitar bbq good time gt
worry,coollike sound awesome wish could go way could afford fun
joy,comfortable place really problem happy see rain hold long
joy,christmas tree oh christmas tree lovely one
worry,realize animal kingdom close early today stick exit traffic
surprise,basketball game yayyy freshman well work today girl
surprise,phone went toilet truth surprised happen sooner
anger,people simply miffed red tape applying victim identification card qualify yen
joy,thebodyshopuk decorating xmas tree heart amp star little boy made joy
worry,trying calm kitten rowdy
fear,emotional le tangible far powerful physical risk innovate creativity dfma
worry,huggles see reply right away bos today feeling pissy life
hate,hate new section school year
surprise,waaah fully booked shoulder rub today
joy,guess sleeping tonight
worry,sad shin ae got married alex
joy,went shawn ethan student council homework
sadness,well confess urgently need money buy medicine mother badly ill ashamed
fear,revrunwisdom afraid tomorrow seen yesterday love today le good one
sadness,two little child year old begging money noone gave money
worry,hey chillin right gettin ready school mohawk kidd
surprise,fuck people tweet every move oh takin shit could care le
joy,break mountain meadow see wild horse running free connect amp feel freedom ljb
sadness,sometimes wish warden
worry,wondering mother nature making life miserable
joy,finally finished page help watch movie peace
sadness,dad took ipod beginning gift curse since pandora get back
sadness,entire week get design graphic design job home sad
anger,told people class leader choose friend true
happiness,amandapalmer loved happy birthday said sounded like mixture john lennon joplin
surprise,message book piercing appointment
worry,http losing far
love,love music video belong taylor
anger,automatic response bad treatment declaration tolerate certain type behavior
worry,wish could still drink two bad night white wine london sick almost week
surprise,get party watching state p
disgust,hate public transportation
joy,christmas tree sister
joy,minute sir wilfrid returned looking excited
joy,know life without however imagine
happiness,headache gone thank god time tea think
worry,two small dog good hear center parcs wd take cruising new york queen mary real treat
surprise,wired mag need seriously chill renewed barely month ago yet already sent renewal letter next year
fear,good aware certain amount going accompany every change life change worse better quote
fun,going get tesco today haha sunny
sadness,wish could sleep past four night good morning
anger,jeremy clarkson slowly gone eye latest shame far
surprise,tweet phone
anger,father bought many good shop enough space store
joy,pumped morning bobbiehouston amp make loud shout good
fear,first came university know kind people would find kind behaviour would towards
worry,feeling today way stressful
sadness,love much know want alone please keep quiet
joy,another round hospital appointment megan today low vision test
joy,love teaching wednesday make laugh provides interesting challenge
fear,watching horror film
joy,fantastic voyage omnic look link look mercury cuddle cable modem face smiley
worry,back gym expert anything pretty sure going able move tomorrow maybe even hour
surprise,awkward moment parent know ab belly ring weird family lift shirt xmas party
sadness,sorry bother small problem thought might able help
joy,bogue chitto bound broke cruise control
fear,infiltration life illusion accept political solution tyranny
enthusiasm,new project new mess
surprise,best thing job christmas bonus always forget coming
sadness,nothing really going well however currently nothing else look forward may aswel make best
love,class tomorrow audition free want work
love,thanks thought might want flower today
surprise,darn thought meant white sox
sadness,ughh filling tooth ear starting ache life
happiness,laughing loud hi emmy latin would help study test get grad school want take
sadness,grr stupid meebo every second
fear,say brilliant perhaps amp always seek lowest common democracy corruption
fear,studying tomorrow placement test
disgust,jaguar like monday night football game
love,yay good umm reggie perrin next oh care watching laughing loud
sadness,oh goodness work going kick as smh
love,boulderdiaries thank
worry,sooo tired wish time nap work
happiness,reallly good
sadness,course devastated knew wrong along least could blame
love,happy mother day mommy
anger,sims load computer
relief,aww yeah dear nicky
sadness,one time particular go sleep whenever feel tired
joy,drop scotch occasional period helped become happy time happy anyway
sadness,know failed exam
happiness,good morning mommy happy mother day pull cat tail know like
joy,protestors forced back joy protestors fierce joy protestors
joy,spirit lead decision life happy
fear,primitive instinct warns pay attention danger tell act save
fear,talk meeting thought subject fear delayed acting
sadness,always miss able commence foolishness til fall come fall visiting yay
sadness,finding best friend could go university
fear,meet two work
love,tiger woo baby omfg cleveland blast sleeping
happiness,shitload fun friend
sadness,rt anna kooiman leaving foxcharlotte excuse second need collect thought
sadness,oh gosh hollyoaks sad tonite
anger,self losing important game
sadness,worried sick might leave one day
sadness,rest peace fish
love,good day even though called friend try row away god love tongue sticking cheeky playful blowing raspberry
worry,finished last box nerd
shame,may sound trivial effect making almost hate body extent feel ashamed let john see naked
sadness,tacky sweater
surprise,lost tooth whilst eating gum oww
fear,heard woman raped uni near usually park car walk night although danger day fearful whenever walking area
joy,winning tight tennis match one set play team behind game last set match game
happiness,add let u play something
sadness,moral story never trust minivan black friday day
worry,time uni waiting start exam scary working hard morning though feeling ok moment
joy,going working tomorrow whole day
joy,christmas music radio
joy,guess paper tonight saturday night
surprise,marieosmond see october love new book next one
joy,sound interesting gone boating time time
joy,love whole church laugh together service laughing loud
joy,given dummy preliminary sketch dummy designed beautifully amelia edward really happy work
joy,fear exclusive one inspire quote
relief,thank goodness
anger,ole lady mad told love morning said quot thank quot laughing loud
joy,week upon time brought much even funny laughing big grin laugh glass
hate,damn need replace macbook display work hardware almost half mb price
love,good luck monday keep rockin
joy,super tired get like tomorrow morning
happiness,noticed yesterday actually really happy startrek
anger,mean think funny people go normal person rage laughing loud funny anyways
relief,fun tonight leave brandi dallas today sneak show
joy,cut work would normally pissed mucho studying
joy,thebodyshopuk come wrapping gift knowing much person love open
fear,think belief even lose life lose physical life useitdontuseit
joy,hate dad go two week vacation state mom think tell every wish
fun,life funny ironic time
sadness,however obvious deep sadness within
anger,wish little mix would fucking wear heel hell wear dress high top
worry,ashley tisdale mean cuz berlin june going want start cryin right skeptical annoyed undecided uneasy hesitant ashley pick
fear,yes imagining got home turned around looked standing smile stood scared call police
joy,high palm spring today ahhh beautiful amp get spend thanksgiving part deux amp grandma
surprise,today sister got lip pierced found jus
worry,watching kill bill vol love movie much
joy,well thanks suggestion
surprise,time right want b waiting car get long day work nothing coat heel
happiness,people mustache get super power mustache fair
joy,thank much lisa
sadness,thought hashtag quot christmas vacation quot hoping funny photo clark
joy,six page paper presentation pike banner due tomorrow
anger,believe f ck rt benjaminphoenix remember told bos go f ck issue
happiness,today check day week artist way hurray time celebrate another good completed journey
anger,qb keep handing rock rb keep scoring rushing td
sadness,going able talk
sadness,oh god feel nothing going smooth
sadness,today sore surgery day glad took extra sick day full recovery expected week calling lawn service firm today
sadness,went see dentist eat starving really suck ist painful
worry,lookin spreadsheet long eye crossing
sadness,brother died cry make smudge
surprise,would let leave room morning birthday cried million tear thinking forgot
fun,would love ride superman right
joy,even darkest moment true joy amp peace heart
joy,succeeded achieving scholarship hard period financial personal physical stress
fun,get show hotspot kno come shoppin laughing loud
worry,already got shot show prove
joy,next week maybe playing week
happiness,happy morning everyone
sadness,death relative friend someone esteem
worry,honestly folk microsoft m word believe spent minute finding auto correct option
surprise,wow today went shit faster thought would
surprise,taking tease lesson guy fair lol oh well wait patiently
worry,haha thanks tiff went well wore lol old wink smirk
worry,emma going see diversity today surprise x
happiness,fun blatantly ignore advice
love,miss youuu wish dodging semi
joy,dis whn felt upset p amp laugh amp sermon could laugh problem
fear,revrunwisdom afraid tomorrow seen yesterday love today le
hate,ooo back good time argh hurt xx hate headache
happiness,light concern lol stay safe
fun,animating ad work one favorite thing much saturday night fun
worry,shout people goin prom amp quot damn kind miss high school quot
joy,love thinking old memory going baby picture priceless
surprise,rt follow unitednude win one special collector item giving away twitter friend rt win
enthusiasm,bike chat make think sign http
sadness,watching last cried still cry cry every end sad
sadness,found failed pas exam term one point fact exactly thing happened last term help
joy,yay bringing subway amp chicken soup work
surprise,laughing loud day life student haha funny walking town
love,seriously lovin glory adele hop itunes snag
surprise,frank taught anything people really lock locker bwaha
sadness,damn ran milk still one cup coffee left maker
hate,slowly going drive crazy hate leaky frustrating ready nap naptime work
fun,um write smut tonight like smut want write smut yet nothing smut
worry,text patrick back
relief,aww sorry glad mommy took care erin fun bug colorado
joy,found place looking one long time
hate,oh busy dam see long known
fear,terrified hear singing karaoke tomorrow think ear might start bleeding ahh
joy,leg mia success next leg mia custom security first
joy,think anyone planning tell going tp dj house tomorrow sarcasim
joy,day full homework
sadness,working night lone mainly fault say annoy
worry,ahhh bank holiday slept late going dinner sister real quot monica quot hahah late il get cold dinner
sadness,wife louise slipped friend could share sorrow felt son
worry,playing game leave work work til least tonight
worry,miss old phone worked good dropped want new one birthday
anger,got know reaction friend mine certain situation expected react way
worry,california budget billion mean big problem lot cut including state park
anger,english teacher unfairly made repeat semester thought passed ask parent money carry studying
sadness,wondering world seen inspiration lately
