Emotion,Text
negative,jus thinkin wow yo boy really gone smh yo bout week sunday von
negative,laughing loud rite scared laughing loud
positive,sadly think know exactly put expired drawer thing life span le two year
positive,member international society make family stop fighting sigh
negative,literally laid bed day major headache
positive,working woo hoo ala unable obtain daughter
negative,circus fun hope getting parking lot moved min
positive,ugh like week skeptical annoyed undecided uneasy hesitant keep trying
negative,get nude soon put dress messed little
positive,good thing fever feeling cold especially hot weather think laughing loud
negative,missing nathan already best friend tried visit heading back tomorrow afternoon
negative,miss today
negative,hair early start tomorrow heading london clothes show great place feel fat bright side motivation
negative,must jay leno leave show
positive,damn got excited nothing hahaha
positive,tomorrow lunch going get hair done late got cousin whatever spell
positive,know funny thing everyone packing packing go mexico
negative,justin warm make worry high fever go sleep
positive,always listen song start cry make remember moment friend primary school
negative,heart broke little little mean lot
negative,mom season weed got burnt family friend mobile home
negative,come far enough south
negative,bank cash shit tom thumb four bank account gone negative
negative,chilling tv quite bored moment
positive,enjoy laker game guy since work
negative,yay boxing although boxing amp eating spend rest evening troubleshooting java code hw
negative,actually think upset lost data cake mania pretty far game
negative,wow soo hungover
negative,miss home farm
positive,make shop always tomorrow
negative,tryin boring today seem come thing say
positive,easy support best thing offer love amp support lost mine early
negative,love game show pissed got cancelled
negative,side seat loner please starbucks
positive,wow replaced already thought coming back steak
negative,wrong
negative,going dirt track race w aaron really good hair day wish could wear makeup though
negative,san francisco traffic light hate
negative,lesliein said bummed missed sigh want go california
negative,stupid bipolar weather ruined day
negative,got shot arm eww
negative,sorry suck bad
negative,would scratching head toooo
negative,real window shopping found many thing want happen hundred dollar
negative,raining outside without umbrella
negative,trying new twitter client seem get new theme applied destroytwitter
negative,windy raining harder day today bye bye power go
negative,heart much last time went booked u saturday instead friday would feed u
negative,know ashamed watch single episode new gh season kept falling asleep gave
negative,failed second year med school know say
positive,hi daughter youngest turn monday time go sniffle sniffle sob sob
negative,ugh vip always
negative,chillaxin work man screwed
positive,jonasbrothers friend mine meet today wait turn
negative,believe tired right know go tonight
negative,thisstarchild shame wisdom come age age destroys youth
negative,think pay attention type thing bout hit bush pretend purple
positive,love ignored except yelled love life
negative,leaving atlanta morning catch pa amp st excited missed p amp con last year made sad owl
negative,plane landed finally going get board hour late stupid rain
negative,already fan hulu bad bigger internet selection netflix thought would easier
negative,melissapan ah computer room bberry right youtube charge tongue sticking cheeky playful blowing raspberry heyy tired laughing big grin laugh glass
positive,cont go waste one like stale sweet reminds cute song called stale cupcake laughing loud
positive,damn remembered much lt amp right ceased functioning r bright lame bass
positive,actually oh goodness apparently relative marc went school laughing loud
positive,finally chance show genuine love dependent selfish love hope heart go sorry pain
negative,well look like going another night without snuggle bug missing big girl
negative,wow one love
negative,spilling everything
positive,movie plane mall saw nephew already
negative,well see blah blah much yep forgot sorry
positive,hahahaha friend since sunday lame
negative,waiting dang pizza cook almost still eaten wifey fail mention feel like crap
negative,taking go see giant cold someone smell like pee
negative,know every time listen start cry
positive,gone smoking loooong time maybe tomorrow gt start planning
negative,mmm mmm mmm tss tss tss lol way much fun bored miss
positive,still looking filled quite application last week get home continue
negative,house jesus amp virgin mary ring one machine rocked one til shit broke
negative,bible study cancelled study partner started new job horrible hr pls pray hr improve know god provision
negative,awesome suck plz story movie tired
negative,wrong flickr http quilt top photo show click sad story
positive,lmao mess going atl week
negative,house hunting next fun
negative,mileycyrus aww homesick feel homesick home
negative,hmm feel like writing monthly report tonight probably get started though
positive,missed today greatest day ever burnt shit lmfao nice tan ride hr lt
negative,thisstarchild hope yer ok hunny
negative,want see ephraim tomorrow lot find sitter wtf everyone plan saturday night sigh
positive,found one fav high school professor died week even supposed retire yet
negative,follow please
negative,friday night magic last night lost bad suck draft
negative,whore never know said cuz love twitter
positive,sorry fell asleep first
negative,danielfielding tried listenin music half hour tried readin really boring wide awake
negative,took shirt back covered blister http
negative,going bed late headache
negative,try silly silly tweetdeck mean
negative,feeling sick
positive,omg back know week brother took laptop mexico could online
negative,evening town jeremy sad carrie come
negative,would nowhere go one go
negative,watchin grease waiting hurry come talk girl ugh seems far away
negative,oh suck tell dh act like grown maybe would stressed
negative,show sold wait til tomorrow sunday
negative,went wingstop without
negative,load highly qualified stuff load still using snail mail
negative,nothing worse working friday night wake saturday want babe
positive,yr ago night like id drinking co worker went home got cleaned went clubbing
negative,could getting sacked soon good
negative,think world mileycyrus hannah montana set missing tennessee alot today
negative,know lot comment return really busy get round guy sorry
negative,know care wolverine movie xmen joint sucked
negative,josie surgery officially unable way poor medicated baby
negative,know told want stay home lied really want stay home
negative,really wish would hear josh
negative,rain tomorrow
negative,alone home
negative,saturday worst saturday age
negative,riley fashion show today forgot camera cute
negative,sound fun
negative,twice week qantas club lounge computer broken
negative,bummer might make sunday show hopefully sun shine cloudy day
negative,going service tonight due fact yet find dress prom tomorrow ugh
negative,maybe someone trying hack
negative,play shitty level got bit ambitious one broke thermometer got half done
positive,got home nice party tired yet
negative,found friend son fell shaft onto concrete today alive least know much else
negative,loving always let negative people life
negative,want new moon ahh going crazy
negative,following lol paying attention little old
negative,seen video last day hope everything ok
negative,twitter change anything twitter heck wrong
positive,screw let click ticket sure make might make lie opening though
positive,oh goodness know many word time go word money ball key
negative,home lost baseball game friggin point going scrap
negative,want senior leave
positive,playin city villain wishin buddy playin
negative,mom want lay later probably little sorry sick
negative,took see say eat quot girl quot instead actually grit disappointed
negative,xoxojennxoxox couple hour ago got sun burn really uncomfortable
negative,follower sad losing hope
negative,test tomorrow study go bad
positive,albertposis congratulation guy finish month early booo
positive,aww sorry glad mommy took care erin fun bug colorado
positive,double rainbow organ pretty take edge grocery tab
negative,find picture
negative,omg know ruin weekend want
positive,went get grocery price gas went another cent hit tcot
negative,mood crazii crazii highly upset everything amp everybody
positive,albertposis congratulation guy finish month earlier booo
negative,haha tried covering make work laughing loud wearing scarf way go
negative,pc died find save photo backed mac yet
negative,used book expo canada toronto cancelled year beatwittyparty beatwittyparty
positive,high school
positive,well first tweet today failed lol back sleep bacon egg hard choose
negative,oh sunshine go hand ray light help bit hug
negative,thanks pointing crucial problem thakkar taken care cc
positive,please ignore cheesey music
positive,victory bulldog celebrated white chocolate cheesecake nom nom nom whatta
negative,http lt pt ii
positive,ok outta follower talked laughing loud shy
positive,souljaboytellem know trying finish work school bout go bed though
positive,love every little thing
positive,macbook run linux parallel imac use vmware fusion great especially quot unity quot
positive,job nice day better
positive,tweet whore tweet
positive,well welcome back dark side
positive,laughing loud got share
positive,cat enjoy sunbeam open window think count
negative,sike sike call still bitch people still going air though
negative,waiting email probably never arrive ed later study hopeless
positive,getting additional free day
positive,welcome really glad know product rox man
positive,zombie song dedicated http
positive,happy clean squeaky clean
positive,thank thank thought cool kid hang hehe xoxo
negative,annoying gear take hand
positive,listening wait akon feat pain love song
positive,yes nba song great got old funny nba cheerleader remix song day quot quot
positive,thanks sharing
positive,great chat friend totally putting mind ease
positive,goodnight twitterville really enjoyed pearl harbor sleep cuddle hot man good dream tonight xoxo
positive,oh good idea putting ice cream
positive,laughing loud hear think watched different movie getting work done talk later girl
positive,yay moment today yay hope
positive,endless stream holiday day know raining
positive,donniewahlberg sound like great night glad successful
positive,thank god camera fixed want new ipod
positive,woop bought elliot minor album itunes finally working
positive,pebble thrown window get someone attention
positive,reason cute time prevent throwing overboard scream every hr
positive,better
negative,told would lol hmmmm
negative,shaundiviney point pointing yesterday people wait til midnight kind pissed
positive,come try find fan
positive,davidarchie watching video youtube funny david oh talented course
positive,follow newest tweet returned love
negative,http interesting setup script uninstall
negative,realbillbailey morning back bill hope lovely time away
negative,davidarchie want hear something funny radio right
positive,work mama sweetdreams
positive,nothing better going chinese fave cousin
negative,drinkin chai tea sleeping checkin cool peep
positive,haha would totally go check small little breakfast nook probably cutest one
positive,new single bought awesome well done boy
positive,ahh pls help number come back later see said haha plz thank
positive,zhayrar laughing loud well thank
positive,wait sytycd tour amp
positive,bad expected could done better today great show
negative,awww boo fucking lovee girly
positive,thankyou short stack bringing second sydney show going thankful guy good fan
positive,finally gone
negative,hey never realized also get twitter account guide truly many time
positive,love going one new fave quote
positive,love sunshine happiness brings
negative,bebeisis thanks bebeisis right name
positive,ohh hehe he hot lah got bleh
negative,cleaning cleaning cleaning today working love working
positive,bright side twitter morning
positive,happy birthday cheer pao
negative,home excited gemma getting breaking dawn evil laugh angry hopeless asshole
negative,awww thinking lot glad enjoyed
positive,yeah right mom cook like straight island make sure invite fam restaurant
positive,really smart
positive,aaahhh shower great
negative,cry tuesday co find economics offically cry subject laughing loud
positive,finally cup coffee
positive,hangin home watchin readin laughing loud school today bahaha
positive,yea know right love song
negative,agree people able choose
negative,bank holiday stupid wait bank holiday america okay keep
positive,way great word boy get oh birthday
positive,hi recovering party looking forward exciting bank holiday around diy shop life get much
positive,believe long took achieve still done car happy photo http
positive,say got card today eva n clara thanks guy http
positive,back wooooo want press release straight face
negative,would settle mustang ii nope probably would
positive,omg never knew wikipedia also list shade colour cool
positive,revelation strawberry nutella taste good together
positive,another one popped human congrats nana wan baby iris cutie
negative,ok tx worth wait lol
positive,today maintenance day flat blog lot little work
positive,awesome worked good friend
positive,stopped working image database awhile ago help greg term paper chit chatting greg
positive,well done belfast year salary paid show happens stand
positive,archetype thing comm class studied archetype popular medium reading link thanks
positive,thanks learned something new today enjoy
negative,possible phobia phobia afraid look list
positive,want go go want find know david
positive,heading long band practice last one first show saturday night hope good one http
negative,aww morgan wish could realized ago instead putting strong love lt
positive,hey turkey roast circa know wanted let know still think time time
positive,absolutely craving brownie ice cream right fedex
positive,haha good luck babe amp upload photo ya
positive,got jason ace
negative,dj great cc kicking next one june
negative,surprised surprised must compete let login work email see top
positive,wow really sweet assuming thanks much
positive,davidarchie ok david talk later great dayyyy ay ay ay ay
negative,azz lost hater laughing loud love
negative,aw sound amazing think work thank inviting though
negative,sigh getting computer even homework bye
negative,school want read eclipse page read
positive,finished first season six foot
positive,enjoyed waller reunion much waller back town
positive,maybe hot date nice little
negative,waiting laundry finish go home think nail wait
positive,surprising much billy idol turn tweet monitor constantly obsessed anything
positive,sound great looking forward
positive,moonfrye laughing loud use ipod touch
positive,hehe tweet time talaga
positive,love wanted share follower feeling inspirational long day
negative,per taylor conversation official jealous
positive,velvetella bye great time away
positive,yes yes networking whore fullest girl next
positive,ohh double tweet ago
negative,fancy hun got doin thing never done
positive,cleaning http
positive,good morning world
positive,wait love script honestly future career script writer stock twit
positive,hey good see follow would nice photo
positive,woke school today free
positive,still waitin girl come home want go shopping
positive,last song really go http
negative,davidarchie good luck remember right everything england rip anyway next time write back haha
positive,got brace tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryout wish luck make team skeptical annoyed undecided uneasy hesitant
negative,lot usual laundry thanking god cleaning house praising god cutting hedge thanking praising god
positive,thanks sympathy bad hour ago started thinking appointment tomorrow
positive,tafe actually quite good
negative,usual application checking status reading stuff wel etc
positive,true form bank holiday monday look like might rainy hope hold til later family amp friend plan walk picnic today
positive,thanks follow adding twitter page commenting blog
negative,wish could go think allowed tongue sticking cheeky playful blowing raspberry either way two show going bound get ticket
negative,finding place crap move eh whoever said technology crap
positive,like able say truth instead magical mystery tour get led
positive,davidarchie yeahhh laughing loud
positive,lt korn guy champion world
positive,added butt name phone made go home cold love
positive,really work yea kind
positive,stable faster working
positive,realbillbailey read book heard feed love great motto pet owner although involved
positive,photo great night http
positive,petrilude huh make raping twitter
positive,would like june nineteenth hurry self waiting impatiently see wes carr
negative,era word united nation lar coming fast better get domain
positive,honoured receive twit tout en french good enough pick le en laughing loud
positive,yup theory great reality beyond imagination also made planning knowing v fail
positive,bank holiday exam tomorrow tongue sticking cheeky playful blowing raspberry
positive,lot people polite though ask approach
positive,damn happy one end exam another hehehe cross finger
positive,thanks good read blog post
positive,famous myspace
negative,good thought registered na
positive,also brain tumor called
positive,excited lot good thing happening melbourne
positive,recovering mexican fiesta bit much good time
negative,jealous guess walking around office tomorrow malo
positive,new baby arrived yesterday fab baby boy kilo proud happy
positive,joeymcintyre bet spirit uk really lol like pic way xx x
positive,wait till move home life next year wacky adventure every day
positive,glad called relationship clear happy hear voice eventhough absent school
positive,awhhh age matter awesome lady
negative,laughing loud night owl queen
negative,waking star war end title song sorta awesome also kind creepy
positive,hello sound good count follow
negative,yeah suspicion think going come home want spend ton money tool
negative,get sucked true life documentary intense love shit nice see people get life back
positive,make think south africa italy hawaii something
positive,choosing britney dance showcase yes wait day
positive,musicmonday nicest thing kate nash
positive,still awake assignment playing virtual farming
negative,awaisnaseer always write holy word capital dude allah
positive,think people would buy slap chop commercial like http
positive,played played flashback played played fallout played every game st
negative,yes though coffee favorite brand
negative,still bed laptop yep
positive,watched jonas funny
positive,damohopo come rochester nikki beer hog roast always help
positive,badminton marathon tonight please cooperate foot
positive,watching movie rocking baby kitty asleep sling hanging neck cute
positive,peoplebrowsr nice new profile picture glad see friend
positive,davidarchie heheee hope get decently priced breakfast real quick david
positive,morning everyone another dat school
positive,shaundiviney better laughing loud
negative,hangin drinkin beer dude brought new pair purple kick going wear act iii cover
positive,shrug funny plus know enjoyed tweet whore love
negative,lol sound like call babe done thought
positive,oops bhai uploaded read hindu article rock man
positive,researching nyc stuff
positive,supernatural back tonight
negative,forget twitter bastard
positive,morning coffee fresh air
positive,oh goodness mummy bought
negative,realizing school today tomorrow next month really need get job application
positive,weekend also great two friend julia four day
positive,excited thing jay room arrive
positive,ah bank holiday morning reading elle bed getting excited roast dinner later
positive,really really want go see coraline
positive,care eurovision yes vote year
positive,happy birthday little sister mine also good night priscilla
positive,want filipino follow wink smirk thanks
positive,looking forward coffee driving tomorrow really
negative,yes full dvr like day ago laughing loud swear dvr would never watch tv
positive,mmm eating amp amp spinach dip amp lt
positive,cuba trip booked
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
negative,signed hello twitter world
positive,consolation definitely one hottest gg honest opinion
negative,right guy go
positive,today celebrating two new people becoming australian citizen hoping good dinner
positive,http know
positive,really look report back
positive,early spill corn flake
positive,naw missed video cool looking sexy
negative,really injured much exercise kg coming already also still looking rent place fun time
negative,todo cleaning apartment keep making mess oh yeah hug person help come clean
positive,prom awesome
positive,joey getting new lizard fun x
positive,tweet living rockstar life one tweet time
negative,hope train remembers way go bit bank holiday
positive,possessed beyond certainty made rite decision
negative,driving insane really sterling knight playing dylan cooper sonny chance
positive,terricook well hope good weekend even good day work already monday far good
positive,realbillbailey good mr bailey birthday today
positive,lott lott think really hot hot good night
negative,seen doctor today everything fine might go ultrasound scan
positive,spending day wif four big sister shopping pedicure eachother hair ohh yeah
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
negative,unfortunately work tie whole fall want
negative,based quot may quot quot may force quot today quot star war day quot
positive,would really like buy death note amp later week loved movie
positive,earth none u walk water horny nerd trying find way thru life laughing loud
positive,thanks welcome back
positive,thank good sir surprisingly good afternoon productive
positive,welcome home glad made home safe
positive,finished new moon day maybe le quite proud want lend eclipse haha
positive,ay dios mio week left college ah wait
positive,let u tweet tomorrow honey
positive,mileycyrus dnt think ever get tired quot climb quot always remember
positive,go quot user experience hamburg test quot http miss
positive,fan found
positive,good take rest
positive,watching horrible mad
positive,glad liked done load arrangement one could find blip
positive,hey thanks advice amp support
positive,sleepy heading bed fun night listened next episode joss
negative,guy something grim want see call tony call tim
positive,http gift boyfriend little guy keep company night
positive,hello back work today week vacation
negative,agesthegreat tell ill beat share
positive,aww love way cute wink smirk
positive,got back helping si stuff niece birthday saw lite car charger toy kingdom sm
negative,coliwilso much blipping lately get onto
positive,thank feel much relaxed everything scary beginning
positive,mistressmia sweetie blessing joy
negative,great day time family amazing voice studio party prof home finance study date
positive,proud girlfriend
positive,finished studying psychology eek still two day fine
positive,jennamadison ooh coffee great idea want one
negative,hey dude please check blog http youtube channel http
positive,davidarchie touch hand video simply amazing love
negative,blind browsing amp saw tweet amp figured could answer query plus wanted know
positive,know would make really tired put sleep would sleep good rice lmao
positive,good day today tomorrow even better
negative,oh goodness never would believe ahaha loved felt like movie real
positive,sound pretty cool great job man
positive,took mr timothy run quite fast hold bottom
positive,huge block snack chocolate calling name already
positive,hey name caleb newest follower
positive,haha course favorite album time
negative,lol made huge mess school shirt using stick art
positive,haha hey check love tweet
negative,hope feeling better today
positive,emarketingguru hi uploaded completely new chinese lesson please feel free watch enjoy
positive,great sunday relaxing enjoying beautiful weather good nite
positive,dinner awesome happy mom enjoyed birthday able spoil yay laughing loud
positive,yeah great outside without amp cold air love sunny day
positive,thakkar knw going say thing would become omelette others would become
positive,year moved ibm compatible would love desk call techie
positive,ohmygosh know would make night sure lol goodnight
positive,thanks retweet poker best card game earth
positive,ever turn part brain talk crap fun come
positive,gave great smile nice way end day right
positive,lovely night family guy bed
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
positive,wanted say best screen name ever
positive,love worship paper fantastic day lord good constantly surprise
negative,laughing loud could written would good monday week might catch x
positive,excellent never know lmao
positive,wrapped work spending night flash intro
negative,night night dolly al amazing
negative,mmitchelldaviss sick like going hit kid probably usual response oh original
positive,adambusch man behind awesome vid great work love
positive,good mornin twitterer watching first naruto day happens episode lovely
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
negative,finally home dope as week
positive,slacking blip nice mellow one go http
positive,awesome let u know cloud setup go keen trying well
positive,yeah prom night craft good movie
positive,fantastic love thing
negative,like support friend sad friend though
positive,professional development favorite way spend beautiful monday afternoon
positive,people yr dk facebook profile citizen range dk
negative,ah haha exciting ever come australia definitely going movie night information
positive,morning got coffee
positive,excited let know want go tattoo
positive,milk gran torino bolt bride war new town yeah got damn love
positive,make long day short nothing laughing big grin laugh glass well friend left drinking since smashed
positive,watching quot knowing quot lovin
negative,hi guy guess twitter phone
positive,wow realise lol thanks comment blog dude
negative,laughing loud got used talkin ya
positive,thanks feel lot better hurt like hell good luck lousy student writing
positive,headed day hopefully enough time swing chinatown way home mood duck
positive,watched yes man good http
negative,trying figure
positive,perfect day throw back head kiss good bye love cheerful http
positive,would likely bein lived campus ha moved back
positive,top word tweeted hug good people fun twitter http really quite nice
negative,work mobile
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
positive,may fourth happy star war day
positive,love finding new follower
negative,hey good daughter still asleep son drawing better feed v soon
negative,wollemipine probably getting chilly
positive,joecommisso oh ok kool keep informed bout checked nice
positive,engaged may best guy could happier love jay
positive,well day owe sleep late
positive,lol yes hence wanting watch
positive,omgsh followed gt gt paramore lt lt surprise
negative,akavirtualpa everything nothing
positive,saw none best
positive,nuttychris aww thank asking people follow
positive,hey girl new follower think awesome gotten chance get close donnie cool
negative,must time go home yes indeedy
negative,storm system looked bring u rain today going miss u
positive,got back karaoke bar watching millionaire
positive,laughing loud mr
negative,trusted matt life picture funnnn night though
positive,favorite thing fuzzball swine flu http
negative,wished could last night sound like rocking wait see pix vids
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
positive,morning hope r well bed soon
positive,best show ever
positive,looking photo shoot pic check myspace pic see love
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
positive,monday morning bathing soooo relaxing lady luxury would start every day like
positive,love finding regional group twitterer glad could connect new people
positive,funny wish grandma
negative,http really love picture
positive,loved continue delight u amber great job backing video adambusch kudos
positive,called telephone know new technology way forward
positive,great show friday champ enjoyed
positive,ehh need break going essay work going bed gym morning
positive,thanks great day
positive,ha fine positive amp aha know huh wht long conversation remeber even one x
positive,house sale go ok hope really like daily painting today creative day
positive,hi uploaded completely new chinese lesson please feel free watch enjoy
positive,break rule take tension
negative,laughing loud got used talkin ya
positive,happy face smiley new follower hi rape lie gt happy face smiley
positive,fun blatantly ignore advice
negative,well little bit sick fine
positive,editor read nod writer read take note http
positive,xmylifesastoryx well uhm guess pretty laughing loud still sounded good
negative,black russian make think quot white russian quot movie quot rug really tied room quot
positive,deb looking forward exploring back hour
positive,awesome thank
positive,laughing loud hell yes keen going skiing cone sometime winter
positive,darrylep busy yes always hope great time traveling go welcome back
negative,know like never ask bout well guess right feel abit better
positive,getting self nice cup tea turn music
positive,yay mom bought sakura bodyshop lotion lt
positive,awesome bull bush day wait see loft x
negative,factory ng sorry corny si ate ruby
negative,drink much best cure fry
positive,dude eerie good song though good movie
negative,work really hard sometimes need break haha yeah let know need help anythin
positive,zelda fan zelda cap want music taste zelda epic amp http
negative,thanks god bless brother
positive,well revise gardening guess hoovering warcraft played week
negative,ah hate happens race erase m week going
positive,haha see go wear blue heey watching jonas hahaha watched ep yet hope show soon tongue sticking cheeky playful blowing raspberry
positive,good morning nice see
positive,got twitter palm lt
negative,please short competition
negative,looking new sm sending solution http get free sm every itagg
positive,chillin neighbor
positive,happy finally may indy horror yet still remain held captive indy spirit
positive,thought every weekend long weekend california
positive,really time new song week morning
positive,bright side school
positive,aplusk amanda lot like love love classic really
positive,laughing loud haha laughing loud talking bestfriend
positive,yeah win
negative,rhettroberts silly weekend bff tongue sticking cheeky playful blowing raspberry fun time haha
negative,sitting nan bathroom dying hair x factor audition tomorrow
positive,nice back
negative,kyleandjackieo green day broken dream hinder lip angel howie day collide nice song
negative,en tea apple delicious look like need go buy goodnight
positive,rice crispies morning brings back good memory
negative,invited join group second life called quot quot cute name
positive,birthday boy ipod touch dsi sorted think would happy ball boot age
negative,night owl always time enjoy scifi show
negative,block shit
positive,haha funniest thing dude ball bring hot gfs along watch get
positive,work surprisingly happy thing considered ahhhh loveliness
positive,wow easy thank
negative,uhm need wife mary jane cuz talk
positive,working short story totally loving one secondary character
positive,uhh congrats two year anniversary
negative,think caught swine flu test sorry school
positive,bit motorcycle trip today
positive,kyleandjackieo fighter christina aguilera love song
positive,laughing loud love macbook oh imac decide love ok quot imac trump quot macbook
positive,love hot day heater cold day warm body bed day yep
negative,eminem http guess need get iphone sure look bad as
negative,love camp fire wish kid would try bit harder sing along
positive,le hangover epic night bruised battered hectic session pretty satisfied thank much
positive,getting fab portrait ready upload today
positive,feeling good win nice softball champ bring season
positive,bed time night
positive,worry happy ryan
negative,nothing right
positive,thanks new follower well went strip club tonight follow tomorrow much love
negative,wow tricked hoppusday hype today
positive,bed yay going chick fil tomorrow
negative,going get tan white
positive,like airport fucking wait friday want friday right freakin
positive,awake still breeding perfect close perfect iv know mean google wait article
positive,hey name caleb newest follower
positive,research article
negative,raining stuck inside working today would probably peed sunny outside ok rain
positive,inrsoul ah well see find later week tempted look leica week lol could go check
negative,heading dinner minute wait food
negative,lyssiecc goooooooood going mo havnt studied much math straight face
positive,informative prof take place throat guess
negative,want ot protect notebook worldwide
negative,fiscally responsible fiscally rated
negative,time uni waiting start exam scary working hard morning though feeling ok moment
negative,bored shit work class
negative,warm muggy tuesday possible widespread possibly severe
negative,good tip bos would read exactly supposed would know project
positive,proudly declare longer fish phobia lol love fishies
negative,go chamber tell gravity suck
positive,taylor swift quot belong quot amazing love
positive,tommcfly hope nice relaxing day hope well wishing best
positive,thanks message worked see reply
positive,congrats
negative,believe spending many many thousand perfect wedding make happy couple happy couple make perfect wedding
positive,okay thanks job yet keep going get one actually following yet way
negative,prateekgupta like rest population world hate monday
positive,happy star war day may nice get holiday celebrate fb
positive,think pretty much figured added box helsinki group see tweet
positive,thank much compliment level best know let mother
positive,http pretty though
negative,lisa sorta quiet usa going crash soon
positive,especially pink one laughing loud beautiful creature
positive,ill photo tomorrow kay
positive,bit soul time mama next living speak soon
positive,love girl esmeeworld rock
positive,cape town beautiful sun shining amazing landscape everything quot easy going quot
positive,airport hour til
positive,goodmorning happy mood think always past weekend laughing loud vids coming soon
positive,school today teacher cancelled lesson chillin
positive,went saw lot hillsong pastor going nick dinner wait talk soon
positive,awwwwwww kitty best
positive,nice weather today alex
positive,yea saw oil show put got like
positive,coming back camp cell fone reception happy back qld little bit tired
positive,http pretty
negative,harisn damn light presentation time
positive,please follow need follower haha
positive,please follow keep update stuff use spread word
positive,one surprised quot work quot get right eventually
negative,past experience redhead eg discrimination even general info bout ginger society help
negative,oh goodness slept like last think dying something reminds catcher
negative,hope everything work school keep updated good day
positive,think thing say make super chunk chocolate muffin kid
positive,morning office
positive,jonasbrothers wait amp amp wait see concert experience live uk trailer cinema yesterday
negative,hi teach chinese lesson youtube feel free look
negative,bored hope go today
positive,wow tell cool though yet see one
positive,ending day another walk nice walk
positive,monday morning lying bed instead working great bank holiday required
positive,night night twitter love phone sleep
positive,woke cat face haha
positive,love joan river say family first
positive,got brainbone daily question right http
positive,ice hockey winner
negative,dude saw twitter profile long time love background way way cool
positive,finally leaving place woohoo school time
negative,hour oh short weather know would usual hanging window neighbour
positive,said
negative,searching place migrate
positive,blue oyster cult love night friend around http
negative,irregularly working essay saying really mean word even open
positive,wow totally awesome action guinea pig want go see think would allowed take lance
positive,hi teach chinese lesson youtube feel free look
negative,iphone owner really choice medium player use information apple make terrible window software
positive,going fun night helping host
negative,laptop handed master getting back next weekend finger crossed let know
positive,jtimberlake love sex cool great rhythm
positive,yes live milwaukee would love attend closing talk
positive,writing blackberry
negative,wolverine hot say go watch
positive,wow heather
positive,finally sleep time
positive,scrub even sound like maybe inclined follow en
positive,laughing loud check video new minute maid commercial http
positive,writing awesome dream brooke ahaha
negative,aw wish ireland neilhimself
positive,journey wow became cooler hehe possible
positive,writing read
positive,happy star war day may lil old bro home playing lego dozen
positive,johnreppion also thanks coming playing party game pic good
positive,impressive way
positive,chaof chaof cacs cacs cacs xa gio moi ra ko co
positive,know guy acc fb hee
negative,good morning early bad conscience trying make taking day yesterday tongue sticking cheeky playful blowing raspberry
positive,lovely one waking
negative,ohh tell bout could stop munching stock running low buying today
positive,finally working copy
negative,thanks hint http
positive,made laugh sorry going pool room
negative,jonathanrknight without tweet feel lost hit something
positive,retrorewind loved song first heard video gave thanks sharing
negative,morning tackle prob may solution involving tape update
positive,monday agenda last semester work sorority meeting happy hour
negative,avenue begin fade view drowning past regret tea cigarette seem forget came along
positive,believe spotted dick english dish http
negative,know text
positive,back athens great time
positive,wow quite long time studying good luck job hunting also mac user imac side hehe
positive,yaayy wait today girl got get dressed early going early
negative,run earl grey lemon tea instead
positive,good morning
negative,blame goose gotcha feelin loose blame tron gotcha zone michelle fault lol
positive,moved new apartment exciting
positive,always sucker sound acoustic guitar
negative,checked del new yahoo excited bring go del
positive,officially celebrating tweet wow proud great
negative,good idea remove old receipt tissue paper nonsense take pic
positive,good morning world
positive,hey wanda great tweet many thank info fantastic sound son house fav mine
positive,love first monday may bank holiday http
negative,uni learned one class today go home
negative,feel hang soooo worth
positive,david always worth making exception good morning way
positive,anyone know anyone made help please contact would love talk
positive,nice leave office sun still
positive,brian teaching soccer lot fun
positive,following guy could worth following regardless
positive,later today since planning today
positive,want kind designer suggestion men woman anything whatever
positive,raining fine rain know fine rain wet
positive,morning ali big thank yesterday love always xxxx bike today forget get helmet ok
positive,oh course offended would would love play day
positive,totally owe week duty appreciate jill town
positive,may happy star war day rolling floor laughing
negative,spent last year largely ambivalent dev practice feel care factor returning look
positive,going shopping place thingie right back laterz
negative,kekeinaction love show
positive,taufiqz watched liked
negative,really need earn money watch pcd concert
positive,tommcfly may amused loved
negative,boltclock hmm hear
positive,hehe never shoe listening varsity fanclub surprise surprise sway sway baby awesome
positive,believe following anatomy tmw tonight limb
positive,come merci always inspired since teenager
positive,thankyou short stack bringing second sydney show going thankful guy good fan
positive,dear finally found
positive,also driving part could afford laptop also living roommate would save even
positive,saw advert attic eden tv today hmv sure pay hmv never mind
positive,put interview nothing fancy hope get extra attention http
positive,ddlovato second episode sonny new zealand tonight still amazing ily xx
positive,free hug super fluffy robe
negative,birthday chicken http
negative,hectic day travelling pj back pj working cc office
positive,ddlovato awesome band
positive,inherent humility
positive,morning prayer meeting amazing gift prayer completely buzzing morning christ alone hope found
positive,yup going mother effin champion laughing loud
positive,hi name chelsea respect opinion come great
